Id,Title,Body
39,How to convert wave data into Complex numbers,"<p>I'm reading raw data from a mic and feeding into FFT. Two of the FFT libraries I'm trying (<a href=""http://code.google.com/p/aforge/"" rel=""nofollow"">AForge</a> and <a href=""http://www.exocortex.org/dsp/"" rel=""nofollow"">Exocortex.DSP</a>) takes Complex numbers as input and gives Complex numbers as output.</p>

<p>I'm trying to understand what complex numbers are.</p>

<p>More specifically - how do I convert the raw audio data obtained from a microphone into complex numbers for processing in FFT?<br />
And how do I plot the output to a nice spectrogram (that is; reading the frequencies and amplitudes from the output)?</p>

<p>Added bonus: What FFT libs are there for .Net other than the two mentioned?</p>
"
40,Insert a non-character if a criteria is TRUE,"<p>Is it possible to insert a non-character, in this case -, if a particular criteria is met? </p>

<p>For example:
If there are five numeric characters (12345), then insert a - after the 2nd numeric character (12-345).</p>

<p>I am trying to fix street addresses.</p>

<p>Thanks!</p>
"
41,Statistics on RAM malfunction,"<p>Does anyone know about any statistics or studies about how often computers have malfunctioning RAM?</p>

<p>Update: <strong>My computer is fine!</strong> I don't have RAM problems, I'm interested in the statistics. I get bug reports for my software for which one cause could be malfunctioning RAM on the user's computer, and I would like to know how likely that is.</p>

<p>Thanks!</p>

<p>Carl</p>
"
42,"Plot Issues - Start always in (0,0)","<p>I am working with a huge data set where all columns look something like this:
0
10
12
30
10
0
20
30
0
40
50
10
0</p>

<p>The idea is to make a simple plot in R where every time it reads a 0 the plot will begin in (0,0).
Do you have any idea of how I can do this?</p>

<p>Thanks in advance,
J</p>

<p>UPDATE:
I am a new user so I can't post any images!
Here's an example of the column I want to plot:</p>

<p>0<br>
10<br>
20<br>
12<br>
5<br>
6<br>
9<br>
0<br>
20<br>
24<br>
40<br>
14<br>
0<br>
20<br>
59<br>
50<br>
12<br>
0<br>
20<br>
23<br>
49<br>
45<br>
23<br>
12<br>
(...)</p>

<p>Image a line plot.
Instead of plotting a long line with all the values I want to plot several shorter lines with the first line plotting (0,10,20,12,5,6,9), the second line plotting (0,20,24,40,14) etc...</p>
"
43,What should I notice when I design the database schema for data-mining use?,"<p>I'm going to design a database. The data in the database will be used in data-mining purpose later. I want to know if there is a better practice or way to design the database so that it will be useful for data-mining use. Particularly what should I notice when I design the database schema for data-mining use?</p>
"
44,Elegant calculation of array elements,"<p>I would like to do some calculations and comparisons inside my array</p>

<p>assuming my array is simple as:</p>

<pre><code>NSMutableArray *array;   
array = [[NSMutableArray alloc] init]; 
[array addObject:[NSNumber numberWithInt:1]]; 
[array addObject:[NSNumber numberWithInt:2]]; 
[array addObject:[NSNumber numberWithInt:2]]; 
[array addObject:[NSNumber numberWithInt:3]]; 
[array addObject:[NSNumber numberWithInt:2]]; 
</code></pre>

<p>What would be an <strong>elegant and clever</strong> way to check if a number repeats itself 2,3,4 or 5 times inside this array.
(looking for something smart and dynamic....)</p>
"
45,mysql php date math (dateandtimeA - dateandtimeB),"<p>I am working on a time system where I need to take the time someone punches in to when some on punches out</p>

<pre><code>i.e 2011-05-20 08:30:00 (punch in time) - 2011-05-20 17:30:00 = X hrs
or  2011-05-20 09:45:00                 - 2011-05-25 17:57:00 = X days Y hrs
</code></pre>

<p>Any help would be awesome!</p>
"
46,Continuous-time stochastic process that is left-continuous predictable process - why?,"<p>Predictable processes are basically deterministic processes - and I am wondering why continuous-time processes that are left-continuous are automatically predictable processes. To my eyes, right-continuous and left-continuous seem not much different in determining whether a process is predictable process or not.. Can anyone explain why? (I do understand what left-continuous and right-continuous are.)</p>
"
47,Efficiency of floating point division and checking values beforehand if eq,"<p>I have a situation where I <em>might</em> need to apply a multiplier to a value in order to get the correct results.  This involves computing the value using floating point division.</p>

<p>I'm thinking it would be a good idea to check the values before I perform floating point logic on them to save processor time, however I'm not sure how efficient it will be at run-time either way.</p>

<p>I'm assuming that the <code>if</code> check is 1 or 2 instructions (been a while since assembly class), and that the floating point operation is going to be many more than that.</p>

<pre><code>//Check 
if (a != 10) {              //1 or 2 instructions?
    b *= (float) a / 10;    //Many instructions?
}
</code></pre>

<p>Value <code>a</code> is going to be '10' most of the time, however there are a few instances where it wont be.  Is the floating point division going to take very many cycles even if <code>a</code> is equal to the divisor?</p>

<p>Will the previous code with the <code>if</code> statement execute more efficiently than simply the next one without?</p>

<pre><code>//Don't check
b *= (float) a / 10;    //Many instructions?
</code></pre>

<p>Granted there wont be any noticable difference either way, however I'm curious as to the behavior of the floating point multiplication when the divisor is equal to the dividend in case things get processor heavy.</p>
"
48,What machine learning algorithm is appropriate for predicting one time-series from another?,"<p>You are a plane tracking an enemy ship that travels across the ocean, so you have collected a series of (x,y,time) coordinates of the ship. You know that a hidden submarine travels with the ship to protect it, but while there is a correlation between their positions, the submarine often wanders off from the ship, so while it's often near it, it can also be on the other side of the world occasionally. You want to predict the path of the submarine, but unfortunately it is hidden from you.</p>

<p>But one month in April you notice the submarine forgets to hide itself, so you have a series of coordinates for both the submarine and the ship throughout 1,000 trips. Using this data, you'd like to build a model to predict the hidden submarine's path given just the ship's movements. The naive baseline would be to say ""submarine position guess = ""ship's current position"" but from the April data where the submarine was visible, you notice there is a tendency for the submarine to be ahead of the ship a bit, so ""submarine position guess = ship's position in 1 minute"" is an even better estimate. Furthermore, the April data shows that when the ship pauses in the water for an extended period, the submarine is likely to be far away patrolling the coastal waters. There are other patterns of course.</p>

<p>How would you build this model, given the April data as training data, to predict the submarine's path? My current solution is an ad-hoc linear regression where the factors are ""trip time"", ""cargo ship's x coordinate"", ""was cargo ship idle for 1 day"", etc. and then having R figure out the weights and doing a cross-validation. But I would really love a way to generate these factors automatically from the April data. Also, a model that uses sequence or time would be nice, since the linear regression doesn't and I think it's relevant.</p>

<p>Edit: I've reformulated the problem with a made-up story so it's a less confusing. The original problem I posted is:</p>

<p>I have eye-tracking data on two subjects -- a teacher, and a student. It's in the form (x, y, time), so there is a series of these for each subject. What the teacher looks at influences what the student looks at. What method would I use to predict what the student is looking at, using only teacher data? Lets say I can train some learning algorithm using a gold standard set of student and teacher data.</p>

<p>I was thinking hidden markov model would be appropriate, given the definition in Wikipedia, but I am not sure how to put this into practice over my dataset.</p>

<p>More detail: I have data about how a teacher and student each look at a map and some readings. I have 40 of these datasets, which look like [(366,234,0), (386,234,5), ...] which means the teacher looked at point (366,234) at time 0 and then 5 seconds later moved up to look at coordinate (386, 234). I can to learn a model to understand the relationship between how a teacher looks at content, to predict how a student will look at the same content. So maybe the student looks at the content in the same order as the teacher but slower. Or perhaps the student doesn't look around as much but the teacher scans more of the content. I have both sets of data and want to see how accurate of a model I can get -- would I be able to predict the student's looking behavior within 50px of the teacher's looking behavior?</p>
"
49,How to batch select and calculate arrays in Numpy?,"<p>How to (1) batch select all arrays under a hdf5 file, then (2) apply calculations on those arrays and finally (3) batch create new arrays in another hdf5 file?</p>

<p>for example:</p>

<pre><code>import numpy
import tables

file = openFile('file1',""r"")

array1 = file.root.array1
array1_cal = (array1 &lt;= 1)
newfile.createArray('/','array1_cal',array1_cal)

array2 = file.root.array2
array2_cal = (array2 &lt;= 1)
newfile.createArray('/','array2_cal',array2_cal)
</code></pre>

<p>I have 100+ arrays under a single hdf5 file and several hdf5 files, how can I batch process them? Thanks a lot.</p>
"
50,Using Common Lisp for new Machine Learning project,"<p>We've been looking into languages for a ML project at work. A colleague of mine is a big Common Lisp fan, however I have some concerns. Are there any good/modern ML libraries for Common Lisp that people know of (something comparable to Weka)? Also, does anyone know of a <em>good</em> statistics library for CLisp? </p>
"
51,Adding/Combining Standard Deviations,"<p><strong>Short Version:</strong><br>
Can StdDevs be added/combined? i.e.</p>

<pre><code>if StdDev(11,14,16,17)=X and StdDev(21,34,43,12)=Y  
can we calculate StdDev(11,14,16,17,21,34,43,12) from X &amp; Y
</code></pre>

<p><strong>Long Version:</strong><br>
I am designing a star schema. The schema has a fact_table (grain=transaction) which stores individual transaction response_time. The schema also has an aggregate_table (grain=day) which stores the response_time_sum per day.<br>
In my report I need to calculate standard deviations of the response time for a given timedimension, say day, week, month etc. How can I calculate the StandardDeviation using the aggregate_table instead of touching the huge fact_table?</p>
"
52,What is the PHP equivalent to these lines in R?,"<p>I'm trying to port a script from R into PHP but not sure what lines 3 and 4 (<a href=""http://stackoverflow.com/questions/8708048/position-of-the-sun-given-time-of-day-latitude-and-longitude/8764866#8764866"">taken from the larger function discussed here</a>) are doing. Looks like logical operations and array definition at the same time. Can someone please give me the equivalent in PHP?</p>

<pre><code>cosAzPos &lt;- (0 &lt;= sin(dec) - sin(el) * sin(lat))
sinAzNeg &lt;- (sin(az) &lt; 0)
az[cosAzPos &amp; sinAzNeg] &lt;- az[cosAzPos &amp; sinAzNeg] + twopi
az[!cosAzPos] &lt;- pi - az[!cosAzPos]
</code></pre>
"
53,Adding key legend to multi-histogram plot in R,"<p>How do I add a key legend to the below plot</p>

<p><img src=""http://i.stack.imgur.com/WWinE.jpg"" alt=""enter image description here""></p>

<p>I whish to have a key legend somewhere in the upper right corner with two short horizontal color bars, where the red one should say ""Plastic surgery gone wrong"" and the blue one should say ""Germany"".</p>

<p>I used the following code to produce the plot:</p>

<pre><code>bar2 &lt;- read.table(""div/ana-mut[...]/barriers-set-2.dat"", sep="" "")
bar2val &lt;- c(bar2$V1, bar2$V2)
bar3 &lt;- read.table(""div/ana-mut[...]/barriers-set-3.dat"", sep="" "")
bar3val &lt;- c(bar3$V1, bar3$V2)
p1 &lt;- hist(subset(bar2val, bar2val &lt; 30), breaks=30)
p2 &lt;- hist(subset(bar3val, bar3val &lt; 30), breaks=30)
plot(p1, col=rgb(1,0,0,8/9), main=""Barrier distribution"", xlab=""Barrier [kcal/mol]"", ylab=""Mutant count"")
plot(p2, col=rgb(0,0,1,8/9), add=T)
</code></pre>

<p>Any hints would be greatly appreciated.</p>
"
